rank,gene_id,train_variance
623,ENSG00000164125.16,1.6455827538872851
624,ENSG00000117154.12,1.6450351369088385
625,ENSG00000123892.12,1.6415940382657077
626,ENSG00000078081.8,1.6415423756698053
627,ENSG00000150556.17,1.640113521379782
628,ENSG00000069702.11,1.638271833178774
629,ENSG00000135447.17,1.6374329966465133
630,ENSG00000164694.17,1.637362024625458
631,ENSG00000131747.15,1.6352261122590463
632,ENSG00000184811.4,1.632833506140229
633,ENSG00000161031.13,1.632403512610373
634,ENSG00000262655.4,1.631886934469516
635,ENSG00000129654.8,1.6311116720428578
636,ENSG00000188404.10,1.6281139047916993
637,ENSG00000143632.14,1.6255690005221362
638,ENSG00000049130.16,1.6248191028015138
639,ENSG00000092758.18,1.6228881777617703
640,ENSG00000232629.9,1.6207708959178042
641,ENSG00000129951.19,1.620450275291264
642,ENSG00000105290.13,1.6149589976074241
643,ENSG00000197614.11,1.6139329969722038
644,ENSG00000182326.15,1.613539299368502
645,ENSG00000164237.9,1.6120438313191057
646,ENSG00000127083.7,1.6113749071902848
647,ENSG00000189001.11,1.61045653760782
